Age,EdLevel,MainBranch,DevType,Country,Industry,Employment,OrgSize,WorkExp,Worktype,YearsCode,YearsCodePro,Salary,Avgcodepro_time
3,1,1,5,25,4,1,0,5,2,40,26,160000.0,14
2,0,1,8,9,4,1,2,0,0,5,3,44978.0,2
2,1,1,9,25,4,1,0,4,2,14,12,70000.0,2
1,1,1,5,10,4,1,7,1,0,13,8,29565.0,5
1,1,1,9,3,4,0,0,1,2,10,10,19476.0,0
1,1,1,9,25,4,1,4,0,1,9,2,77000.0,7
1,1,1,5,24,4,1,7,1,2,8,6,49655.0,2
1,1,1,8,24,4,1,2,1,0,8,5,49655.0,3
2,2,1,9,25,4,1,2,3,2,23,12,104000.0,11
2,1,1,5,13,4,1,5,2,2,21,14,75734.0,7
1,1,1,5,24,3,1,3,1,0,9,5,86897.0,4
1,0,1,9,25,4,1,3,1,2,20,8,150000.0,12
3,2,1,9,25,4,1,5,1,1,40,22,101000.0,18
1,0,0,3,16,0,0,3,0,2,4,3,55030.0,1
0,1,1,9,2,4,1,0,0,0,4,0,52688.0,4
1,0,1,9,9,5,1,3,1,0,9,5,64254.0,4
1,3,1,5,24,0,1,1,0,2,7,2,53379.0,5
1,2,1,9,5,4,1,4,1,0,7,3,50043.0,4
3,1,1,5,24,4,1,7,1,0,41,29,124138.0,12
3,0,1,6,20,4,0,0,4,1,35,23,19276.0,12
1,0,1,9,12,4,1,2,2,0,16,11,51403.0,5
1,1,1,3,22,4,1,4,1,0,8,1,88173.0,7
1,1,1,9,25,4,1,4,1,0,8,2,80000.0,6
0,1,1,5,10,4,1,7,0,2,7,3,14540.0,4
2,1,1,4,24,6,1,7,2,2,23,13,111724.0,10
3,1,1,6,25,7,1,7,5,2,24,24,130000.0,0
2,1,1,9,25,4,1,0,3,2,30,20,160000.0,10
2,1,1,9,21,4,1,2,1,0,5,2,36857.0,3
1,2,1,7,5,4,1,2,1,2,15,5,91026.0,10
1,1,1,5,3,2,1,7,1,2,14,9,81150.0,5
0,0,1,9,8,4,1,0,0,0,3,2,32950.0,1
0,0,1,9,8,4,1,0,1,0,2,0,47119.0,2
3,0,1,8,6,0,1,0,0,0,25,5,64254.0,20
2,1,1,5,24,4,1,4,3,0,20,17,117931.0,3
1,1,1,5,25,6,1,3,0,0,6,6,115000.0,0
2,0,1,9,25,4,1,2,1,0,33,24,165000.0,9
1,2,1,9,25,4,1,3,1,2,3,0,100000.0,3
4,1,1,7,24,4,1,1,6,1,47,43,86897.0,4
1,1,1,9,9,4,1,2,1,0,5,4,69608.0,1
3,3,1,9,7,4,0,2,5,2,35,28,139216.0,7
4,0,0,4,25,0,1,3,6,0,43,20,193000.0,23
1,1,1,9,13,4,1,4,1,1,7,5,60399.0,2
1,1,1,5,24,4,1,1,1,2,10,6,49655.0,4
2,1,1,9,21,4,1,3,2,0,16,12,46439.0,4
1,2,1,9,9,4,0,2,0,0,11,5,38552.0,6
1,2,1,6,4,3,1,3,1,0,23,10,85504.0,13
0,1,1,9,24,6,1,2,0,0,6,2,37241.0,4
1,2,1,7,24,4,1,2,1,1,6,5,70759.0,1
2,1,1,9,25,4,1,2,1,0,20,15,131500.0,5
1,2,1,7,22,3,1,3,1,0,9,7,121238.0,2
1,2,1,9,23,4,1,2,1,2,11,8,84000.0,3
1,2,1,9,24,4,1,3,1,0,7,3,59338.0,4
4,1,1,9,24,4,1,4,6,2,40,33,82643.0,7
1,2,1,6,4,4,1,2,1,2,17,6,120000.0,11
1,1,1,9,10,4,1,5,1,2,13,6,14540.0,7
2,2,1,8,25,4,1,2,1,2,18,15,109000.0,3
0,1,1,9,24,4,1,0,1,2,8,3,44690.0,5
1,2,1,0,8,4,1,2,1,0,15,10,69608.0,5
4,1,1,5,9,4,1,2,6,1,39,25,107090.0,14
4,1,1,5,25,4,1,3,1,2,33,30,160000.0,3
0,1,1,6,9,7,1,4,0,2,5,1,64254.0,4
2,1,1,5,4,4,1,2,2,2,15,11,122680.0,4
2,3,0,2,9,4,1,2,1,2,13,10,91026.0,3
2,1,1,9,25,4,1,5,1,0,6,3,100000.0,3
1,1,1,9,25,3,1,6,1,2,14,7,106000.0,7
2,2,1,8,25,4,1,1,1,2,20,11,125000.0,9
1,2,1,9,10,7,1,5,2,0,13,11,38774.0,2
1,1,1,5,4,4,1,3,2,0,13,10,78069.0,3
1,1,1,9,10,4,1,6,1,2,12,8,22416.0,4
1,1,1,5,24,4,1,3,1,1,4,2,30414.0,2
3,1,1,9,25,4,1,2,1,2,25,21,112000.0,4
1,0,1,9,25,4,1,6,1,0,3,1,110000.0,2
2,1,1,9,4,4,1,4,4,2,25,18,68403.0,7
1,1,1,3,10,4,1,6,2,0,16,12,38774.0,4
3,1,1,5,24,4,1,3,1,2,30,20,83173.0,10
3,2,1,9,8,1,1,1,3,2,10,7,107090.0,3
2,1,1,9,25,4,1,2,3,2,12,8,150000.0,4
1,0,1,9,8,4,1,1,1,2,14,13,58899.0,1
2,1,1,8,25,4,1,3,1,2,10,7,120000.0,3
1,1,1,6,25,4,1,3,2,2,14,10,155000.0,4
0,0,1,9,24,4,1,1,0,2,3,1,31035.0,2
1,1,1,5,9,4,1,3,1,2,10,6,94239.0,4
1,2,1,9,24,4,1,2,0,1,11,5,42207.0,6
3,1,1,5,25,4,1,2,6,2,42,31,190000.0,11
0,1,1,4,4,4,1,0,1,1,3,2,59481.0,1
1,2,1,9,8,4,1,0,1,2,10,5,80317.0,5
1,0,1,5,5,4,0,2,1,2,13,8,100086.0,5
1,2,1,5,8,4,1,3,0,2,10,5,69608.0,5
2,1,1,5,9,6,1,7,3,0,18,14,72821.0,4
1,0,1,5,6,4,1,1,0,1,10,2,79369.0,8
1,1,1,9,24,4,1,1,1,2,12,8,74483.0,4
1,2,1,5,24,4,1,1,3,0,13,9,62069.0,4
2,2,1,9,25,4,1,5,3,1,10,9,98000.0,1
0,1,1,5,10,4,1,5,0,0,6,0,39986.0,6
1,2,1,10,8,2,1,5,1,0,10,7,43907.0,3
1,1,1,6,24,2,1,5,1,0,14,8,80690.0,6
3,1,1,9,25,4,1,4,4,2,27,23,180000.0,4
2,0,1,9,25,4,1,2,3,2,24,20,145000.0,4
1,1,1,5,25,2,1,2,0,0,10,4,195000.0,6
1,0,1,1,2,4,1,3,0,0,4,4,60934.0,0
1,2,1,7,25,4,1,1,1,1,5,5,32000.0,0
1,1,1,5,25,4,1,5,1,0,15,6,100000.0,9
2,2,1,6,25,4,1,5,1,1,14,10,105000.0,4
2,2,1,9,3,2,1,3,2,2,18,23,58428.0,-5
2,1,1,9,24,7,1,2,3,1,22,16,99311.0,6
1,1,1,1,25,4,1,7,1,0,13,6,128000.0,7
1,1,1,9,9,4,1,6,1,0,18,12,64254.0,6
3,1,1,4,20,4,1,5,2,0,30,15,107090.0,15
2,2,1,7,7,4,1,4,1,1,28,7,53545.0,21
2,0,1,10,25,3,1,1,0,2,5,2,105000.0,3
3,1,1,9,25,4,1,0,4,1,24,19,175000.0,5
1,1,1,3,25,4,1,5,1,2,9,6,93000.0,3
1,0,1,5,21,4,1,3,2,0,13,11,64130.0,2
2,2,1,9,17,4,1,4,1,2,16,13,53545.0,3
1,1,1,9,3,4,0,2,1,2,13,10,51000.0,3
1,3,1,2,9,4,1,3,1,0,15,7,89955.0,8
1,1,1,9,25,4,1,4,1,2,9,7,170000.0,2
3,1,1,9,25,4,1,3,5,2,30,25,130000.0,5
0,0,0,3,22,4,1,2,1,2,5,4,110216.0,1
1,1,1,5,25,4,1,4,1,2,6,3,93000.0,3
0,1,1,5,4,4,1,3,0,0,10,3,63199.0,7
1,1,1,1,25,0,1,4,0,1,6,4,135000.0,2
0,1,1,9,25,3,1,4,1,0,7,3,110000.0,4
1,2,1,9,8,4,1,2,1,0,10,6,48190.0,4
3,2,1,4,25,4,1,4,5,2,32,29,180000.0,3
1,1,1,9,24,3,0,2,1,2,6,6,136552.0,0
2,1,1,9,25,4,1,3,3,2,15,6,136000.0,9
1,0,1,3,25,4,1,3,2,2,5,5,200000.0,0
1,2,1,9,12,4,0,3,1,2,11,6,55687.0,5
2,0,1,9,3,7,1,4,2,2,18,15,51561.0,3
2,3,1,2,25,3,1,5,2,2,20,11,140000.0,9
1,1,1,9,25,3,1,0,0,0,4,3,120000.0,1
1,2,1,2,24,6,1,0,0,0,8,3,53379.0,5
3,1,1,5,4,4,1,2,5,2,35,30,111527.0,5
1,1,1,9,25,4,1,0,0,2,10,2,75000.0,8
2,2,1,6,9,4,1,7,1,0,8,6,65325.0,2
1,1,1,9,25,7,1,7,0,1,8,3,130000.0,5
2,0,1,4,4,2,1,2,3,2,28,18,175000.0,10
0,1,1,6,25,4,1,5,0,1,6,2,65000.0,4
0,1,1,8,25,7,1,5,0,1,6,1,100000.0,5
4,2,1,9,12,4,1,1,6,2,43,35,48190.0,8
0,1,1,9,18,4,1,0,1,1,13,4,32366.0,9
4,0,1,6,20,4,1,3,1,2,36,36,29985.0,0
1,2,1,10,16,4,1,4,1,2,13,10,66993.0,3
3,0,1,5,13,4,1,7,5,0,35,27,102271.0,8
1,1,1,9,25,4,1,3,1,0,4,2,90000.0,2
1,1,1,9,25,4,1,6,1,0,11,6,144000.0,5
3,3,1,9,8,4,1,5,3,0,30,20,42836.0,10
1,1,1,9,25,5,1,6,1,2,14,10,80000.0,4
2,1,1,5,25,2,1,7,3,0,23,18,155000.0,5
1,1,1,2,25,4,1,7,0,2,10,5,128000.0,5
1,1,1,1,25,4,1,1,1,2,8,4,80000.0,4
3,2,1,9,7,4,1,2,3,0,25,20,68537.0,5
1,1,1,9,25,4,1,3,1,2,9,7,195000.0,2
2,1,1,4,20,7,1,5,2,0,15,12,128507.0,3
2,2,0,2,13,6,1,6,1,0,14,10,177769.0,4
1,2,1,4,8,4,1,1,1,0,12,7,74963.0,5
1,2,1,2,25,4,1,3,1,0,6,6,200000.0,0
1,1,1,5,4,4,1,6,1,1,7,3,76582.0,4
1,1,1,9,24,4,1,2,0,0,6,3,55862.0,3
0,1,1,9,25,7,1,0,0,1,5,1,50000.0,4
1,1,0,8,4,4,1,0,1,1,8,4,37176.0,4
1,2,1,5,24,4,1,7,1,0,8,1,41586.0,7
1,1,1,9,9,4,1,5,0,0,10,5,67466.0,5
2,1,1,8,25,2,1,4,3,2,23,20,135000.0,3
1,3,1,5,20,4,1,2,1,0,15,7,54616.0,8
0,2,1,2,25,0,1,4,0,2,7,2,80000.0,5
2,1,1,9,17,4,1,0,4,2,21,12,80960.0,9
2,1,1,9,25,3,1,2,3,2,28,19,155000.0,9
1,2,1,5,15,4,1,5,1,0,8,4,61798.0,4
3,0,1,5,8,4,1,6,1,2,0,12,125597.0,-12
1,0,1,3,25,4,1,2,3,2,17,17,164000.0,0
2,1,1,9,25,4,0,0,3,2,18,15,156000.0,3
1,1,1,5,9,4,1,1,1,0,15,9,74963.0,6
2,1,1,9,25,4,1,2,3,0,17,17,179000.0,0
1,1,1,0,9,0,1,2,0,0,7,4,74963.0,3
1,0,1,9,24,4,1,2,0,0,10,4,62069.0,6
2,2,1,6,11,4,1,2,3,0,25,25,160367.0,0
2,1,1,5,20,6,1,3,0,2,11,10,38552.0,1
2,1,1,3,3,4,1,5,1,2,25,21,40575.0,4
1,1,1,9,4,4,1,3,0,2,14,4,96657.0,10
1,1,1,5,25,3,1,7,1,1,12,6,190000.0,6
1,0,1,5,21,4,1,3,1,0,15,8,60813.0,7
1,1,1,5,24,4,1,2,1,0,3,0,44690.0,3
1,1,1,7,21,4,1,2,1,0,9,6,46071.0,3
3,2,1,9,15,1,1,5,5,1,35,30,72490.0,5
1,0,1,5,3,2,1,7,0,2,8,5,36213.0,3
3,0,1,9,21,4,1,6,1,0,25,4,53073.0,21
0,0,1,8,16,4,1,2,0,2,2,1,43067.0,1
1,0,1,8,22,4,1,4,1,2,25,15,143281.0,10
2,2,1,9,8,4,1,0,1,2,20,15,48190.0,5
1,1,1,8,4,4,1,4,1,2,13,8,91452.0,5
1,0,1,9,25,6,1,5,1,1,12,10,80000.0,2
0,1,1,9,25,5,1,6,0,0,5,0,82000.0,5
2,2,1,5,9,3,1,6,0,1,14,5,74963.0,9
1,0,1,8,25,4,1,5,1,2,8,6,145000.0,2
1,1,1,9,25,4,1,4,0,2,8,3,83000.0,5
1,0,1,10,21,4,1,7,1,0,8,7,82927.0,1
2,1,1,0,4,4,1,2,1,2,10,8,84017.0,2
0,0,1,9,3,4,1,2,1,2,10,2,18989.0,8
2,0,1,5,24,4,1,5,4,0,25,20,136552.0,5
2,1,1,10,25,4,1,3,1,2,6,6,120000.0,0
2,2,1,0,16,0,1,7,3,0,26,20,143557.0,6
3,1,1,9,25,4,1,3,5,2,27,27,190000.0,0
1,1,1,9,4,3,1,1,1,0,10,6,63199.0,4
1,1,1,8,25,4,1,2,1,2,12,7,97500.0,5
2,1,1,5,21,4,1,5,1,0,15,11,82927.0,4
1,1,1,8,9,4,1,5,2,0,5,7,81388.0,-2
1,1,1,0,25,4,1,7,1,0,12,10,170000.0,2
1,1,1,8,6,4,1,0,1,0,5,2,80519.0,3
1,0,1,5,3,4,1,5,1,2,5,3,26374.0,2
1,1,1,9,25,4,1,0,1,2,9,9,125000.0,0
1,2,1,9,16,6,1,0,1,0,11,8,66036.0,3
2,1,1,8,15,4,1,4,0,0,10,3,60711.0,7
0,2,1,2,25,7,1,7,0,0,5,3,132000.0,2
1,1,1,5,25,4,1,2,2,2,18,13,140000.0,5
1,1,1,5,25,4,1,7,1,2,8,5,165000.0,3
1,1,1,1,25,7,1,6,1,0,8,8,95000.0,0
1,2,1,1,25,6,1,3,1,2,9,7,175000.0,2
1,3,0,2,8,4,1,7,1,0,10,6,64254.0,4
2,0,1,5,22,4,1,4,1,0,22,22,143281.0,0
1,1,1,1,9,4,1,7,2,0,18,12,171343.0,6
2,1,1,8,25,4,1,2,2,2,15,13,95000.0,2
2,3,1,9,9,4,1,2,2,0,18,9,64254.0,9
1,1,1,9,25,4,1,0,1,0,7,3,90000.0,4
2,0,1,5,9,6,0,4,4,0,28,20,107090.0,8
1,2,1,0,20,4,1,3,1,0,13,8,91026.0,5
0,1,1,5,4,4,1,7,0,0,7,2,118962.0,5
1,0,1,5,13,4,1,1,1,0,10,6,37481.0,4
2,1,1,5,25,4,1,3,4,0,25,21,160000.0,4
1,2,1,9,23,4,0,1,0,2,6,4,35796.0,2
2,1,0,2,25,4,1,3,1,0,13,12,140000.0,1
0,1,1,9,25,4,1,6,1,0,10,2,75000.0,8
3,1,1,0,4,4,1,7,1,0,33,21,173733.0,12
1,1,1,5,25,4,1,7,1,0,14,7,177400.0,7
4,1,1,5,25,2,1,3,6,2,40,31,175000.0,9
1,2,1,9,24,6,1,5,1,0,17,10,120414.0,7
1,1,1,3,24,4,1,3,1,0,10,10,111724.0,0
2,1,1,3,16,4,0,3,3,2,8,5,53690.0,3
1,1,1,5,4,4,1,3,0,0,6,3,56507.0,3
1,0,1,8,25,4,1,7,1,2,16,8,103000.0,8
1,1,1,5,24,4,1,1,0,0,8,4,55862.0,4
1,1,1,8,25,4,1,4,2,2,22,12,190000.0,10
1,2,1,3,9,4,1,3,1,0,12,4,62112.0,8
1,1,1,9,9,4,1,0,0,1,12,4,53545.0,8
1,1,1,9,4,4,1,5,1,0,16,6,75095.0,10
1,1,1,2,10,4,1,7,1,2,10,8,37562.0,2
3,1,1,5,25,6,1,3,6,2,40,32,150000.0,8
1,2,1,5,13,3,2,2,1,0,6,5,37481.0,1
1,2,1,9,25,4,1,7,2,0,18,15,134000.0,3
2,1,1,9,25,4,1,3,1,1,18,18,120000.0,0
3,1,1,0,24,4,1,4,1,2,33,25,136552.0,8
0,0,1,8,24,4,1,2,1,2,10,3,26690.0,7
0,1,1,5,21,4,1,7,0,0,6,2,35014.0,4
1,1,1,8,24,4,1,2,1,0,11,7,105517.0,4
1,1,1,5,25,4,1,4,1,2,6,1,110000.0,5
2,1,1,5,13,4,1,5,3,0,22,18,85672.0,4
2,1,1,9,25,4,1,6,1,2,15,8,105900.0,7
1,2,1,6,8,4,1,2,1,2,8,7,58899.0,1
1,1,1,0,5,4,0,5,1,0,13,8,90987.0,5
1,2,1,6,16,4,1,2,1,0,8,0,17227.0,8
0,1,1,9,15,4,1,7,0,0,5,2,72490.0,3
1,2,0,6,3,4,1,3,1,1,9,7,40169.0,2
2,0,1,6,25,1,1,5,3,1,21,16,87000.0,5
0,1,1,9,25,4,1,0,1,0,12,5,200000.0,7
2,2,1,9,20,4,1,3,3,2,15,10,85672.0,5
1,2,1,9,16,4,1,2,1,2,15,9,100000.0,6
1,1,1,0,25,4,1,3,1,2,10,9,161000.0,1
1,2,1,5,4,4,1,3,1,2,12,8,101490.0,4
2,0,0,4,12,4,1,7,1,2,22,10,69608.0,12
1,2,1,9,3,3,1,6,1,1,12,6,46662.0,6
1,1,1,1,3,2,1,7,0,0,6,4,42604.0,2
2,0,1,9,22,6,2,6,4,0,23,20,148186.0,3
2,2,1,4,13,4,1,3,3,2,25,19,128507.0,6
0,1,1,7,25,4,1,2,1,1,5,0,60000.0,5
3,1,0,3,21,4,2,7,1,0,24,22,73713.0,2
1,2,1,8,12,4,1,1,1,1,10,6,37481.0,4
2,2,0,4,9,4,1,3,3,0,25,13,81388.0,12
1,0,1,9,3,6,1,4,1,2,12,10,81150.0,2
2,3,1,5,9,4,2,3,1,0,34,15,97451.0,19
1,1,1,6,25,7,1,6,0,1,6,3,87000.0,3
2,1,1,0,16,4,1,3,1,2,24,23,83742.0,1
1,2,1,0,25,4,1,3,1,0,14,9,185000.0,5
1,1,1,9,4,4,1,0,0,2,9,5,111527.0,4
4,2,1,6,25,4,1,7,1,2,30,30,111000.0,0
1,0,1,9,25,7,1,4,0,2,4,1,75000.0,3
1,1,1,9,24,4,1,0,1,0,3,8,105517.0,-5
1,2,1,5,6,4,1,2,1,1,5,2,71892.0,3
1,2,1,9,25,4,1,4,1,2,11,6,140000.0,5
2,2,1,9,9,4,1,4,1,2,19,10,64789.0,9
1,2,1,9,8,4,1,3,1,0,14,11,128507.0,3
3,3,1,6,9,4,0,2,6,0,38,31,103877.0,7
1,0,0,3,16,4,0,3,1,2,5,3,143557.0,2
1,1,1,9,8,4,1,2,0,0,5,3,38552.0,2
0,1,1,9,25,4,1,5,1,2,9,5,70000.0,4
0,0,1,5,9,4,1,3,1,2,4,4,38552.0,0
3,3,1,9,21,4,1,2,1,0,30,15,92141.0,15
0,0,1,5,25,4,1,1,1,1,5,4,90000.0,1
2,1,1,7,25,4,1,7,1,0,10,8,140000.0,2
2,1,1,5,3,4,1,7,1,2,20,18,42604.0,2
1,1,1,6,25,4,1,1,0,1,5,1,75000.0,4
1,1,1,1,25,4,1,5,1,1,8,8,170000.0,0
3,1,1,8,25,4,1,5,1,2,15,15,140000.0,0
0,1,1,5,25,4,1,4,0,2,9,3,100940.0,6
2,1,1,9,9,4,1,2,2,0,17,13,82459.0,4
3,1,1,9,14,5,1,3,4,2,38,25,77699.0,13
3,2,1,5,23,4,1,0,4,2,32,24,100000.0,8
1,1,1,3,25,4,1,5,0,2,4,3,113000.0,1
1,1,1,9,25,4,1,5,0,0,12,2,97000.0,10
1,1,1,9,9,4,1,7,1,0,13,10,117798.0,3
2,1,1,6,22,4,0,0,3,2,23,19,88173.0,4
2,2,1,5,25,4,1,3,3,2,10,10,123000.0,0
2,0,1,5,8,4,1,3,1,1,20,16,88884.0,4
1,0,1,5,6,4,1,2,1,0,9,6,91447.0,3
1,1,1,9,25,4,1,3,1,0,13,7,100000.0,6
0,1,1,9,20,4,1,2,0,1,6,2,32127.0,4
1,2,1,9,8,4,1,5,1,1,13,11,50011.0,2
2,0,1,8,24,4,1,5,1,0,20,20,117931.0,0
2,1,1,5,25,1,1,5,4,2,25,22,200000.0,3
2,2,1,9,9,4,1,1,2,2,15,11,85672.0,4
1,2,1,8,21,4,1,3,1,1,12,6,51599.0,6
2,2,1,9,21,2,1,4,2,0,16,11,64130.0,5
1,1,1,9,25,6,1,2,0,2,10,5,170000.0,5
1,2,0,1,25,4,1,4,1,1,6,1,73000.0,5
2,1,1,9,25,4,1,2,1,2,34,11,200000.0,23
1,0,1,5,6,2,1,4,1,0,17,8,106113.0,9
2,0,1,9,14,4,1,5,1,0,7,5,91053.0,2
1,1,1,9,4,4,1,5,1,2,12,10,74351.0,2
2,1,1,9,25,4,1,1,1,2,8,7,130000.0,1
1,1,1,5,25,2,1,3,1,2,14,10,180000.0,4
1,1,1,9,25,4,1,2,2,2,11,12,185000.0,-1
2,1,1,9,24,4,1,3,2,0,19,14,117931.0,5
2,2,1,6,25,4,1,5,3,0,24,16,145000.0,8
3,2,1,9,13,4,2,2,4,2,20,20,37481.0,0
1,2,1,5,25,4,1,7,1,0,12,11,180000.0,1
0,1,1,7,24,4,1,2,0,1,7,3,74483.0,4
2,1,1,8,25,3,1,2,4,2,15,12,120000.0,3
1,1,1,5,19,4,1,2,1,2,7,7,60000.0,0
2,2,1,5,15,4,1,3,3,0,23,18,95144.0,5
2,1,1,9,25,4,1,0,3,1,20,16,85500.0,4
1,0,1,9,4,4,1,6,0,0,7,5,63199.0,2
1,1,1,9,3,4,1,4,0,2,13,5,22722.0,8
2,1,1,9,25,5,1,2,2,2,16,12,100000.0,4
3,1,1,5,25,4,1,3,1,2,22,20,150000.0,2
1,2,1,5,25,4,1,5,1,2,10,3,165000.0,7
1,0,1,9,25,4,1,2,1,2,11,10,195000.0,1
3,1,1,9,4,2,1,6,3,0,25,20,75095.0,5
1,2,1,9,24,2,1,2,1,2,9,8,124138.0,1
0,1,1,8,25,3,1,7,0,0,6,1,88000.0,5
1,2,1,5,8,4,1,6,1,0,10,5,64254.0,5
1,0,1,5,3,4,1,6,1,2,8,6,26374.0,2
3,2,1,4,25,4,1,0,1,2,25,19,200000.0,6
1,2,1,7,16,4,1,2,1,2,13,9,83742.0,4
2,2,1,9,13,3,1,5,4,0,23,14,133862.0,9
1,0,1,5,25,4,1,7,2,2,19,14,190000.0,5
1,2,1,2,17,4,1,2,1,2,8,3,67466.0,5
1,2,1,9,8,4,1,7,1,0,11,9,64254.0,2
2,1,1,9,25,4,1,5,2,2,15,11,137500.0,4
1,1,1,7,13,7,1,7,1,0,11,8,72821.0,3
4,0,1,9,25,4,1,3,6,2,40,31,83000.0,9
1,2,1,2,13,4,0,2,1,0,18,8,64254.0,10
1,1,1,4,0,7,1,2,1,1,14,9,93207.0,5
1,2,1,9,15,4,1,5,1,1,11,0,51649.0,11
2,3,1,4,25,6,1,3,2,0,23,15,199750.0,8
4,1,1,6,25,4,1,3,1,2,37,33,150000.0,4
1,0,1,3,22,2,1,2,0,0,2,2,73845.0,0
2,2,1,1,25,4,1,3,1,2,32,15,200000.0,17
1,1,1,9,0,4,1,3,1,0,16,9,102461.0,7
1,1,1,9,2,4,1,1,0,0,10,5,69608.0,5
0,1,1,10,4,4,1,4,0,2,9,3,104092.0,6
1,2,1,2,8,4,1,1,1,0,7,1,42836.0,6
1,1,1,8,9,3,1,0,1,0,16,9,80317.0,7
1,2,1,2,1,3,1,7,0,0,6,2,64254.0,4
1,2,1,1,0,4,1,3,1,0,8,2,79325.0,6
3,1,1,5,20,4,1,1,4,2,5,3,40694.0,2
1,2,1,9,25,6,1,7,1,0,9,6,183000.0,3
2,1,1,8,4,7,1,3,1,1,15,8,52046.0,7
1,1,1,9,4,4,1,6,1,0,15,9,81787.0,6
0,3,1,9,9,4,1,1,0,0,10,3,30521.0,7
2,1,1,5,25,2,1,2,1,2,7,8,140000.0,-1
4,1,1,9,0,4,0,0,6,2,40,39,79325.0,1
1,0,1,8,3,4,1,5,1,2,8,6,60863.0,2
1,2,1,9,9,4,1,6,2,0,22,14,80317.0,8
1,0,1,9,25,4,1,4,2,2,20,15,140000.0,5
3,1,1,9,15,4,1,5,4,1,28,24,163103.0,4
1,0,1,9,25,4,1,4,0,2,5,5,145000.0,0
2,1,1,3,4,4,1,5,1,0,11,8,67660.0,3
0,2,1,9,9,4,1,3,0,0,12,0,60720.0,12
1,1,1,6,11,4,1,7,1,1,7,5,133640.0,2
1,0,1,8,6,1,1,2,2,0,17,12,117760.0,5
1,1,1,3,16,2,1,3,1,0,17,7,74171.0,10
0,0,1,9,4,2,1,2,1,2,7,5,74351.0,2
2,0,1,9,25,4,1,5,4,1,35,20,108000.0,15
1,1,1,5,25,2,1,7,0,2,10,5,125000.0,5
1,1,1,9,14,3,1,1,0,1,10,5,54632.0,5
1,1,1,6,18,7,1,0,0,2,10,3,45636.0,7
1,2,1,9,9,4,1,5,0,0,12,4,62112.0,8
4,1,1,5,25,2,1,1,6,2,40,30,150000.0,10
1,2,1,9,8,2,1,5,1,0,6,5,49261.0,1
1,1,1,9,25,4,1,3,1,2,15,10,130654.0,5
0,0,1,9,4,4,1,5,1,0,3,0,23792.0,3
1,0,1,8,25,4,1,3,0,0,10,4,127000.0,6
0,1,1,8,16,4,1,6,1,0,8,4,48570.0,4
1,1,1,9,25,4,1,2,0,1,4,0,60000.0,4
1,0,1,9,14,4,1,2,2,0,16,10,91053.0,6
2,0,1,9,4,4,1,1,2,2,15,16,74351.0,-1
1,1,1,0,25,4,1,7,1,0,5,4,130000.0,1
1,1,1,9,24,3,1,0,1,2,10,7,49655.0,3
1,1,1,5,3,4,1,4,1,2,4,3,39561.0,1
2,0,0,3,2,4,1,3,1,0,23,13,80317.0,10
2,1,1,0,25,3,1,5,2,2,18,15,165000.0,3
3,1,1,9,0,4,1,3,4,2,40,23,105766.0,17
1,1,1,5,25,4,1,3,1,2,10,7,123008.0,3
2,1,1,5,25,6,1,2,3,2,23,17,175000.0,6
1,1,1,7,25,3,1,2,0,0,15,5,125000.0,10
1,1,1,9,25,4,1,5,0,0,7,4,131576.0,3
1,3,1,6,24,4,1,5,1,0,11,2,65793.0,9
1,0,1,9,24,4,1,3,1,0,10,10,99311.0,0
1,1,1,5,17,4,1,2,1,2,11,9,80317.0,2
1,2,1,7,25,4,1,3,1,0,15,11,150000.0,4
1,0,1,5,9,4,1,3,1,2,10,6,84601.0,4
3,0,1,0,4,4,1,7,5,2,29,26,122680.0,3
0,0,1,3,25,7,1,2,0,2,10,4,168000.0,6
1,1,1,5,25,4,1,7,1,2,9,5,140000.0,4
1,1,1,9,9,4,1,6,1,0,10,2,64254.0,8
0,0,1,7,0,4,1,3,1,1,15,6,105766.0,9
1,0,1,8,4,4,1,1,1,2,15,13,85504.0,2
0,1,1,9,25,4,1,3,0,2,6,2,107000.0,4
1,1,1,9,25,1,1,2,0,2,10,5,140000.0,5
1,1,1,9,4,4,1,2,1,0,5,4,66916.0,1
2,1,1,9,21,2,1,6,2,0,11,11,100618.0,0
3,0,1,5,25,4,1,3,3,2,25,20,85000.0,5
2,0,1,5,4,4,1,1,3,2,19,19,178443.0,0
1,1,1,9,25,3,1,7,1,2,14,10,180000.0,4
2,0,1,9,4,4,1,6,4,0,25,22,89222.0,3
1,1,1,8,14,4,1,3,1,2,10,8,60702.0,2
3,0,1,7,25,4,0,0,6,2,37,35,120000.0,2
2,1,1,9,25,4,1,3,2,2,12,12,180000.0,0
3,0,1,9,25,4,0,0,3,2,40,20,27000.0,20
2,2,1,9,25,1,1,7,3,2,20,16,110000.0,4
1,1,1,9,14,4,1,7,1,0,11,8,75878.0,3
2,1,1,2,0,4,1,2,2,1,12,7,99156.0,5
1,0,1,9,0,6,0,0,1,2,9,8,69409.0,1
1,1,1,9,14,4,1,2,1,0,11,7,66772.0,4
1,0,1,9,25,7,1,5,1,0,10,6,80000.0,4
4,1,1,8,0,4,1,2,4,0,40,27,79325.0,13
1,0,1,9,3,4,0,4,2,2,20,15,65000.0,5
4,1,1,2,14,4,1,0,1,2,20,7,151755.0,13
